input_reaction_separated,input_reaction_combined,product_1_tokenized,product_2_tokenized
C ( = O ) ( N 1 C C C ( C C 1 ) S ( N ) ( = O ) = O ) O C ( C ) ( C ) C . C O c 1 c c c ( c c 1 ) B ( O ) O > C C O C ( C ) = O . C ( C ) ( [O-] ) = O . O = C ( [O-] ) C . [Cu+2] . O = P ( [O-] ) ( [O-] ) [O-] . [K+] . [K+] . [K+],C C O C ( C ) = O . O = P ( [O-] ) ( [O-] ) [O-] . [K+] . [K+] . [K+] . C ( = O ) ( N 1 C C C ( C C 1 ) S ( N ) ( = O ) = O ) O C ( C ) ( C ) C . C ( C ) ( [O-] ) = O . O = C ( [O-] ) C . [Cu+2] . C O c 1 c c c ( c c 1 ) B ( O ) O,C O c 1 c c c ( N S ( = O ) ( = O ) C 2 C C N ( C ( = O ) O C ( C ) ( C ) C ) C C 2 ) c c 1,C O c 1 c c c ( N ( c 2 c c c ( O C ) c c 2 ) S ( = O ) ( = O ) C 2 C C N ( C ( = O ) O C ( C ) ( C ) C ) C C 2 ) c c 1
O = S ( C C N ( C ) C ) ( N ) = O . F C ( F ) ( c 1 c c c ( B ( O ) O ) c c 1 ) F > C C # N . C ( N ( C ) C ) C N ( C ) C . C ( N ( C ) C ) C N ( C ) C . [Cl-] . [Cl-] . [Cu+2] . [Cu+2] . [OH-] . [OH-] . O = P ( [O-] ) ( [O-] ) [O-] . [K+] . [K+] . [K+],O = P ( [O-] ) ( [O-] ) [O-] . [K+] . [K+] . [K+] . C C # N . O = S ( C C N ( C ) C ) ( N ) = O . C ( N ( C ) C ) C N ( C ) C . C ( N ( C ) C ) C N ( C ) C . [Cl-] . [Cl-] . [Cu+2] . [Cu+2] . [OH-] . [OH-] . F C ( F ) ( c 1 c c c ( B ( O ) O ) c c 1 ) F,C N ( C ) C C S ( = O ) ( = O ) N c 1 c c c ( C ( F ) ( F ) F ) c c 1,C N ( C ) C C S ( = O ) ( = O ) N ( c 1 c c c ( C ( F ) ( F ) F ) c c 1 ) c 1 c c c ( C ( F ) ( F ) F ) c c 1
O = S ( = O ) ( C c 1 n o c ( c 1 ) C ) N . O B ( O ) c 1 c c c ( c c 1 ) O C > N # C C . C C # N . C C # N . C C # N . F [P-] ( F ) ( F ) ( F ) ( F ) F . [Cu+] . Cl C C Cl . C C N ( C ( C ) C ) C ( C ) C,O = S ( = O ) ( C c 1 n o c ( c 1 ) C ) N . Cl C C Cl . O B ( O ) c 1 c c c ( c c 1 ) O C . N # C C . C C # N . C C # N . C C # N . F [P-] ( F ) ( F ) ( F ) ( F ) F . [Cu+] . C C N ( C ( C ) C ) C ( C ) C,C O c 1 c c c ( N S ( = O ) ( = O ) C c 2 c c ( C ) o n 2 ) c c 1,C O c 1 c c c ( N ( c 2 c c c ( O C ) c c 2 ) S ( = O ) ( = O ) C c 2 c c ( C ) o n 2 ) c c 1
O ( c 1 c 2 c ( c ( S ( N ) ( = O ) = O ) c c c 2 ) c c c 1 ) C . c 1 c ( c c c ( B ( O ) O ) c 1 ) O C > O = P ( [O-] ) ( [O-] ) [O-] . [K+] . [K+] . [K+] . C C # N . C ( # N ) C . C C # N . C C # N . C ( # N ) C . F [P-] ( F ) ( F ) ( F ) ( F ) F . [Cu+],O = P ( [O-] ) ( [O-] ) [O-] . [K+] . [K+] . [K+] . O ( c 1 c 2 c ( c ( S ( N ) ( = O ) = O ) c c c 2 ) c c c 1 ) C . C C # N . c 1 c ( c c c ( B ( O ) O ) c 1 ) O C . C ( # N ) C . C C # N . C C # N . C ( # N ) C . F [P-] ( F ) ( F ) ( F ) ( F ) F . [Cu+],C O c 1 c c c ( N S ( = O ) ( = O ) c 2 c c c c 3 c ( O C ) c c c c 2 3 ) c c 1,C O c 1 c c c ( N ( c 2 c c c ( O C ) c c 2 ) S ( = O ) ( = O ) c 2 c c c c 3 c ( O C ) c c c c 2 3 ) c c 1
C O c 1 c c c ( B ( O ) O ) c c 1 . C c 1 c c ( C S ( N ) ( = O ) = O ) n o 1 > O = C ( [O-] ) [O-] . [K+] . [K+] . C C O C ( C ) = O . C C ( = O ) [O-] . C C ( = O ) [O-] . [Cu+2],C C O C ( C ) = O . C c 1 c c ( C S ( N ) ( = O ) = O ) n o 1 . O = C ( [O-] ) [O-] . [K+] . [K+] . C O c 1 c c c ( B ( O ) O ) c c 1 . C C ( = O ) [O-] . C C ( = O ) [O-] . [Cu+2],C O c 1 c c c ( N S ( = O ) ( = O ) C c 2 c c ( C ) o n 2 ) c c 1,C O c 1 c c c ( N ( c 2 c c c ( O C ) c c 2 ) S ( = O ) ( = O ) C c 2 c c ( C ) o n 2 ) c c 1
O ( c 1 c c c ( c c 1 ) B ( O ) O ) C . O ( C ) c 1 c c c c 2 c 1 c c c c 2 S ( N ) ( = O ) = O > C N ( C ) c 1 c c n c c 1 . C C # N . C N ( C C N ( C ) C ) C . N ( C ) ( C C N ( C ) C ) C . [Cl-] . [Cl-] . [Cu+2] . [Cu+2] . [OH-] . [OH-],C N ( C ) c 1 c c n c c 1 . O ( c 1 c c c ( c c 1 ) B ( O ) O ) C . C N ( C C N ( C ) C ) C . N ( C ) ( C C N ( C ) C ) C . [Cl-] . [Cl-] . [Cu+2] . [Cu+2] . [OH-] . [OH-] . O ( C ) c 1 c c c c 2 c 1 c c c c 2 S ( N ) ( = O ) = O . C C # N,C O c 1 c c c ( N S ( = O ) ( = O ) c 2 c c c c 3 c ( O C ) c c c c 2 3 ) c c 1,C O c 1 c c c ( N ( c 2 c c c ( O C ) c c 2 ) S ( = O ) ( = O ) c 2 c c c c 3 c ( O C ) c c c c 2 3 ) c c 1
O B ( O ) c 1 c c c ( C ( F ) ( F ) F ) c c 1 . C c 1 c c c ( - c 2 c c ( C ( F ) ( F ) F ) n n 2 - c 2 c c c ( S ( N ) ( = O ) = O ) c c 2 ) c c 1 > C O . C C ( = O ) [O-] . C C ( = O ) [O-] . [Cu+2] . O = C ( [O-] ) [O-] . [K+] . [K+],C O . O B ( O ) c 1 c c c ( C ( F ) ( F ) F ) c c 1 . C C ( = O ) [O-] . C C ( = O ) [O-] . [Cu+2] . O = C ( [O-] ) [O-] . [K+] . [K+] . C c 1 c c c ( - c 2 c c ( C ( F ) ( F ) F ) n n 2 - c 2 c c c ( S ( N ) ( = O ) = O ) c c 2 ) c c 1,C c 1 c c c ( - c 2 c c ( C ( F ) ( F ) F ) n n 2 - c 2 c c c ( S ( = O ) ( = O ) N c 3 c c c ( C ( F ) ( F ) F ) c c 3 ) c c 2 ) c c 1,C c 1 c c c ( - c 2 c c ( C ( F ) ( F ) F ) n n 2 - c 2 c c c ( S ( = O ) ( = O ) N ( c 3 c c c ( C ( F ) ( F ) F ) c c 3 ) c 3 c c c ( C ( F ) ( F ) F ) c c 3 ) c c 2 ) c c 1
O ( c 1 c c c ( B ( O ) O ) c c 1 ) C . S ( = O ) ( N ) ( = O ) C C N ( C ) C > C C O C ( C ) = O . O = P ( [O-] ) ( [O-] ) [O-] . [K+] . [K+] . [K+] . C C ( [O-] ) = O . [O-] C ( = O ) C . [Cu+2],C C ( [O-] ) = O . [O-] C ( = O ) C . [Cu+2] . S ( = O ) ( N ) ( = O ) C C N ( C ) C . O = P ( [O-] ) ( [O-] ) [O-] . [K+] . [K+] . [K+] . C C O C ( C ) = O . O ( c 1 c c c ( B ( O ) O ) c c 1 ) C,C O c 1 c c c ( N S ( = O ) ( = O ) C C N ( C ) C ) c c 1,C O c 1 c c c ( N ( c 2 c c c ( O C ) c c 2 ) S ( = O ) ( = O ) C C N ( C ) C ) c c 1
C O C ( = O ) c 1 o c ( S ( N ) ( = O ) = O ) c c 1 C . C O c 1 c c c ( B ( O ) O ) c c 1 > C C ( = O ) [O-] . C C ( = O ) [O-] . [Cu+2] . C C N ( C C ) C C . Cl C C Cl,C C ( = O ) [O-] . C C ( = O ) [O-] . [Cu+2] . C O c 1 c c c ( B ( O ) O ) c c 1 . C C N ( C C ) C C . C O C ( = O ) c 1 o c ( S ( N ) ( = O ) = O ) c c 1 C . Cl C C Cl,C O C ( = O ) c 1 o c ( S ( = O ) ( = O ) N c 2 c c c ( O C ) c c 2 ) c c 1 C,C O C ( = O ) c 1 o c ( S ( = O ) ( = O ) N ( c 2 c c c ( O C ) c c 2 ) c 2 c c c ( O C ) c c 2 ) c c 1 C
C c 1 c c ( C S ( N ) ( = O ) = O ) n o 1 . O B ( O ) c 1 c c c ( C ( F ) ( F ) F ) c c 1 > O = P ( [O-] ) ( [O-] ) [O-] . [K+] . [K+] . [K+] . C O . C C # N . C C # N . C C # N . C C # N . F [P-] ( F ) ( F ) ( F ) ( F ) F . [Cu+],C O . O = P ( [O-] ) ( [O-] ) [O-] . [K+] . [K+] . [K+] . O B ( O ) c 1 c c c ( C ( F ) ( F ) F ) c c 1 . C C # N . C C # N . C C # N . C C # N . F [P-] ( F ) ( F ) ( F ) ( F ) F . [Cu+] . C c 1 c c ( C S ( N ) ( = O ) = O ) n o 1,C c 1 c c ( C S ( = O ) ( = O ) N c 2 c c c ( C ( F ) ( F ) F ) c c 2 ) n o 1,C c 1 c c ( C S ( = O ) ( = O ) N ( c 2 c c c ( C ( F ) ( F ) F ) c c 2 ) c 2 c c c ( C ( F ) ( F ) F ) c c 2 ) n o 1
N S ( = O ) ( = O ) c 1 c c c c c 1 I . O B ( O ) c 1 c c c ( C ( F ) ( F ) F ) c c 1 > O = S ( = O ) ( [O-] ) C ( F ) ( F ) F . O = S ( = O ) ( [O-] ) C ( F ) ( F ) F . [Cu+2] . C C N ( C ( C ) C ) C ( C ) C . C C # N,N S ( = O ) ( = O ) c 1 c c c c c 1 I . C C N ( C ( C ) C ) C ( C ) C . O = S ( = O ) ( [O-] ) C ( F ) ( F ) F . O = S ( = O ) ( [O-] ) C ( F ) ( F ) F . [Cu+2] . C C # N . O B ( O ) c 1 c c c ( C ( F ) ( F ) F ) c c 1,O = S ( = O ) ( N c 1 c c c ( C ( F ) ( F ) F ) c c 1 ) c 1 c c c c c 1 I,O = S ( = O ) ( c 1 c c c c c 1 I ) N ( c 1 c c c ( C ( F ) ( F ) F ) c c 1 ) c 1 c c c ( C ( F ) ( F ) F ) c c 1
O = C ( c 1 c c c c c 1 S ( = O ) ( N ) = O ) O C C . c 1 c c ( B ( O ) O ) c c c 1 C ( F ) ( F ) F > C O . O = P ( [O-] ) ( [O-] ) [O-] . [K+] . [K+] . [K+] . N # C C . C ( # N ) C . C ( C ) # N . C C # N . F [P-] ( F ) ( F ) ( F ) ( F ) F . [Cu+],N # C C . C ( # N ) C . C ( C ) # N . C C # N . F [P-] ( F ) ( F ) ( F ) ( F ) F . [Cu+] . O = P ( [O-] ) ( [O-] ) [O-] . [K+] . [K+] . [K+] . C O . O = C ( c 1 c c c c c 1 S ( = O ) ( N ) = O ) O C C . c 1 c c ( B ( O ) O ) c c c 1 C ( F ) ( F ) F,C C O C ( = O ) c 1 c c c c c 1 S ( = O ) ( = O ) N c 1 c c c ( C ( F ) ( F ) F ) c c 1,C C O C ( = O ) c 1 c c c c c 1 S ( = O ) ( = O ) N ( c 1 c c c ( C ( F ) ( F ) F ) c c 1 ) c 1 c c c ( C ( F ) ( F ) F ) c c 1
C O C C C C S ( N ) ( = O ) = O . C O c 1 c c c ( B ( O ) O ) c c 1 > C O . C C N ( C C ) C C . C N ( C ) C C N ( C ) C . C N ( C ) C C N ( C ) C . [Cl-] . [Cl-] . [Cu+2] . [Cu+2] . [OH-] . [OH-],C N ( C ) C C N ( C ) C . C N ( C ) C C N ( C ) C . [Cl-] . [Cl-] . [Cu+2] . [Cu+2] . [OH-] . [OH-] . C O c 1 c c c ( B ( O ) O ) c c 1 . C O C C C C S ( N ) ( = O ) = O . C C N ( C C ) C C . C O,C O C C C C S ( = O ) ( = O ) N c 1 c c c ( O C ) c c 1,C O C C C C S ( = O ) ( = O ) N ( c 1 c c c ( O C ) c c 1 ) c 1 c c c ( O C ) c c 1
C O c 1 c c c ( B ( O ) O ) c c 1 . N # C C C C S ( N ) ( = O ) = O > O = C ( [O-] ) [O-] . [K+] . [K+] . C C O C ( C ) = O . C C # N . C C # N . C C # N . C C # N . F [P-] ( F ) ( F ) ( F ) ( F ) F . [Cu+],O = C ( [O-] ) [O-] . [K+] . [K+] . C C # N . C C # N . C C # N . C C # N . F [P-] ( F ) ( F ) ( F ) ( F ) F . [Cu+] . C O c 1 c c c ( B ( O ) O ) c c 1 . N # C C C C S ( N ) ( = O ) = O . C C O C ( C ) = O,C O c 1 c c c ( N S ( = O ) ( = O ) C C C C # N ) c c 1,C O c 1 c c c ( N ( c 2 c c c ( O C ) c c 2 ) S ( = O ) ( = O ) C C C C # N ) c c 1
S ( N ) ( = O ) ( c 1 c c c c c 1 I ) = O . O B ( c 1 c c c ( c c 1 ) O C ) O > C C # N . O = P ( [O-] ) ( [O-] ) [O-] . [K+] . [K+] . [K+] . F C ( F ) ( F ) S ( = O ) ( = O ) [O-] . F C ( S ( = O ) ( = O ) [O-] ) ( F ) F . [Cu+2],O = P ( [O-] ) ( [O-] ) [O-] . [K+] . [K+] . [K+] . F C ( F ) ( F ) S ( = O ) ( = O ) [O-] . F C ( S ( = O ) ( = O ) [O-] ) ( F ) F . [Cu+2] . C C # N . O B ( c 1 c c c ( c c 1 ) O C ) O . S ( N ) ( = O ) ( c 1 c c c c c 1 I ) = O,C O c 1 c c c ( N S ( = O ) ( = O ) c 2 c c c c c 2 I ) c c 1,C O c 1 c c c ( N ( c 2 c c c ( O C ) c c 2 ) S ( = O ) ( = O ) c 2 c c c c c 2 I ) c c 1
O = S ( N ) ( C C C C # N ) = O . C O c 1 c c c ( c c 1 ) B ( O ) O > C ( = O ) ( [O-] ) C . C ( C ) ( [O-] ) = O . [Cu+2] . O = P ( [O-] ) ( [O-] ) [O-] . [K+] . [K+] . [K+] . C C O C ( C ) = O,C O c 1 c c c ( c c 1 ) B ( O ) O . C ( = O ) ( [O-] ) C . C ( C ) ( [O-] ) = O . [Cu+2] . O = S ( N ) ( C C C C # N ) = O . C C O C ( C ) = O . O = P ( [O-] ) ( [O-] ) [O-] . [K+] . [K+] . [K+],C O c 1 c c c ( N S ( = O ) ( = O ) C C C C # N ) c c 1,C O c 1 c c c ( N ( c 2 c c c ( O C ) c c 2 ) S ( = O ) ( = O ) C C C C # N ) c c 1
C O c 1 c c c ( B ( O ) O ) c c 1 . C N ( C ) C C S ( N ) ( = O ) = O > O = P ( [O-] ) ( [O-] ) [O-] . [K+] . [K+] . [K+] . C C ( = O ) [O-] . C C ( = O ) [O-] . [Cu+2] . C O,C C ( = O ) [O-] . C C ( = O ) [O-] . [Cu+2] . C O . C N ( C ) C C S ( N ) ( = O ) = O . O = P ( [O-] ) ( [O-] ) [O-] . [K+] . [K+] . [K+] . C O c 1 c c c ( B ( O ) O ) c c 1,C O c 1 c c c ( N S ( = O ) ( = O ) C C N ( C ) C ) c c 1,C O c 1 c c c ( N ( c 2 c c c ( O C ) c c 2 ) S ( = O ) ( = O ) C C N ( C ) C ) c c 1
c 1 c ( c c c ( B ( O ) O ) c 1 ) C ( F ) ( F ) F . C ( C C # N ) C S ( = O ) ( N ) = O > C C N ( C ( C ) C ) C ( C ) C . N ( C ) ( C C N ( C ) C ) C . N ( C ) ( C ) C C N ( C ) C . [Cl-] . [Cl-] . [Cu+2] . [Cu+2] . [OH-] . [OH-] . C O,N ( C ) ( C C N ( C ) C ) C . N ( C ) ( C ) C C N ( C ) C . [Cl-] . [Cl-] . [Cu+2] . [Cu+2] . [OH-] . [OH-] . C ( C C # N ) C S ( = O ) ( N ) = O . c 1 c ( c c c ( B ( O ) O ) c 1 ) C ( F ) ( F ) F . C C N ( C ( C ) C ) C ( C ) C . C O,N # C C C C S ( = O ) ( = O ) N c 1 c c c ( C ( F ) ( F ) F ) c c 1,N # C C C C S ( = O ) ( = O ) N ( c 1 c c c ( C ( F ) ( F ) F ) c c 1 ) c 1 c c c ( C ( F ) ( F ) F ) c c 1
c 1 ( c c c ( c c 1 ) B ( O ) O ) O C . C C O c 1 c ( c c c ( c 1 ) S ( = O ) ( = O ) N ) O C C > C O . O = C ( [O-] ) [O-] . [K+] . [K+] . O = C ( [O-] ) C . C ( = O ) ( [O-] ) C . [Cu+2],C C O c 1 c ( c c c ( c 1 ) S ( = O ) ( = O ) N ) O C C . O = C ( [O-] ) [O-] . [K+] . [K+] . O = C ( [O-] ) C . C ( = O ) ( [O-] ) C . [Cu+2] . C O . c 1 ( c c c ( c c 1 ) B ( O ) O ) O C,C C O c 1 c c c ( S ( = O ) ( = O ) N c 2 c c c ( O C ) c c 2 ) c c 1 O C C,C C O c 1 c c c ( S ( = O ) ( = O ) N ( c 2 c c c ( O C ) c c 2 ) c 2 c c c ( O C ) c c 2 ) c c 1 O C C
F C ( F ) ( c 1 c c c ( c c 1 ) B ( O ) O ) F . c 1 c c ( c c c 1 - c 1 n ( n c ( C ( F ) ( F ) F ) c 1 ) - c 1 c c c ( S ( = O ) ( = O ) N ) c c 1 ) C > C C N ( C ( C ) C ) C ( C ) C . C O . O = C ( [O-] ) C . C C ( [O-] ) = O . [Cu+2],c 1 c c ( c c c 1 - c 1 n ( n c ( C ( F ) ( F ) F ) c 1 ) - c 1 c c c ( S ( = O ) ( = O ) N ) c c 1 ) C . O = C ( [O-] ) C . C C ( [O-] ) = O . [Cu+2] . C C N ( C ( C ) C ) C ( C ) C . C O . F C ( F ) ( c 1 c c c ( c c 1 ) B ( O ) O ) F,C c 1 c c c ( - c 2 c c ( C ( F ) ( F ) F ) n n 2 - c 2 c c c ( S ( = O ) ( = O ) N c 3 c c c ( C ( F ) ( F ) F ) c c 3 ) c c 2 ) c c 1,C c 1 c c c ( - c 2 c c ( C ( F ) ( F ) F ) n n 2 - c 2 c c c ( S ( = O ) ( = O ) N ( c 3 c c c ( C ( F ) ( F ) F ) c c 3 ) c 3 c c c ( C ( F ) ( F ) F ) c c 3 ) c c 2 ) c c 1
S ( = O ) ( N ) ( = O ) c 1 s c ( c c 1 ) - c 1 c c c c n 1 . O B ( c 1 c c c ( c c 1 ) O C ) O > O = S ( C ( F ) ( F ) F ) ( [O-] ) = O . O = S ( = O ) ( [O-] ) C ( F ) ( F ) F . [Cu+2] . C C N ( C C ) C C . C C O C ( C ) = O,C C N ( C C ) C C . S ( = O ) ( N ) ( = O ) c 1 s c ( c c 1 ) - c 1 c c c c n 1 . O = S ( C ( F ) ( F ) F ) ( [O-] ) = O . O = S ( = O ) ( [O-] ) C ( F ) ( F ) F . [Cu+2] . O B ( c 1 c c c ( c c 1 ) O C ) O . C C O C ( C ) = O,C O c 1 c c c ( N S ( = O ) ( = O ) c 2 c c c ( - c 3 c c c c n 3 ) s 2 ) c c 1,C O c 1 c c c ( N ( c 2 c c c ( O C ) c c 2 ) S ( = O ) ( = O ) c 2 c c c ( - c 3 c c c c n 3 ) s 2 ) c c 1
c 1 c c ( O C ) c c c 1 B ( O ) O . c 1 c c c c c 1 C C S ( = O ) ( = O ) N > [O-] C ( C ) = O . O = C ( [O-] ) C . [Cu+2] . C O,c 1 c c c c c 1 C C S ( = O ) ( = O ) N . C O . [O-] C ( C ) = O . O = C ( [O-] ) C . [Cu+2] . c 1 c c ( O C ) c c c 1 B ( O ) O,C O c 1 c c c ( N S ( = O ) ( = O ) C C c 2 c c c c c 2 ) c c 1,C O c 1 c c c ( N ( c 2 c c c ( O C ) c c 2 ) S ( = O ) ( = O ) C C c 2 c c c c c 2 ) c c 1
N # C C C C S ( N ) ( = O ) = O . C O c 1 c c c ( B ( O ) O ) c c 1 > C C N ( C ( C ) C ) C ( C ) C . C N ( C ) C C N ( C ) C . C N ( C ) C C N ( C ) C . [Cl-] . [Cl-] . [Cu+2] . [Cu+2] . [OH-] . [OH-] . C C O C ( C ) = O,C N ( C ) C C N ( C ) C . C N ( C ) C C N ( C ) C . [Cl-] . [Cl-] . [Cu+2] . [Cu+2] . [OH-] . [OH-] . N # C C C C S ( N ) ( = O ) = O . C C N ( C ( C ) C ) C ( C ) C . C C O C ( C ) = O . C O c 1 c c c ( B ( O ) O ) c c 1,C O c 1 c c c ( N S ( = O ) ( = O ) C C C C # N ) c c 1,C O c 1 c c c ( N ( c 2 c c c ( O C ) c c 2 ) S ( = O ) ( = O ) C C C C # N ) c c 1
C O C ( = O ) c 1 c c ( Br ) c c ( S ( N ) ( = O ) = O ) c 1 . C O c 1 c c c ( B ( O ) O ) c c 1 > C C O C ( C ) = O . C C # N . C C # N . C C # N . C C # N . F [P-] ( F ) ( F ) ( F ) ( F ) F . [Cu+] . C N ( C ) c 1 c c n c c 1,C C # N . C C # N . C C # N . C C # N . F [P-] ( F ) ( F ) ( F ) ( F ) F . [Cu+] . C C O C ( C ) = O . C O c 1 c c c ( B ( O ) O ) c c 1 . C O C ( = O ) c 1 c c ( Br ) c c ( S ( N ) ( = O ) = O ) c 1 . C N ( C ) c 1 c c n c c 1,C O C ( = O ) c 1 c c ( Br ) c c ( S ( = O ) ( = O ) N c 2 c c c ( O C ) c c 2 ) c 1,C O C ( = O ) c 1 c c ( Br ) c c ( S ( = O ) ( = O ) N ( c 2 c c c ( O C ) c c 2 ) c 2 c c c ( O C ) c c 2 ) c 1
S ( = O ) ( N ) ( c 1 c c ( O C C ) c ( c c 1 ) O C C ) = O . c 1 ( c c c ( B ( O ) O ) c c 1 ) O C > C C O C ( C ) = O . O = C ( [O-] ) C . [O-] C ( C ) = O . [Cu+2] . C N ( C ) c 1 c c n c c 1,S ( = O ) ( N ) ( c 1 c c ( O C C ) c ( c c 1 ) O C C ) = O . O = C ( [O-] ) C . [O-] C ( C ) = O . [Cu+2] . c 1 ( c c c ( B ( O ) O ) c c 1 ) O C . C N ( C ) c 1 c c n c c 1 . C C O C ( C ) = O,C C O c 1 c c c ( S ( = O ) ( = O ) N c 2 c c c ( O C ) c c 2 ) c c 1 O C C,C C O c 1 c c c ( S ( = O ) ( = O ) N ( c 2 c c c ( O C ) c c 2 ) c 2 c c c ( O C ) c c 2 ) c c 1 O C C
O = S ( C C N ( C ) C ) ( = O ) N . c 1 c ( O C ) c c c ( c 1 ) B ( O ) O > C N ( C ) c 1 c c n c c 1 . C O . C ( C ) ( [O-] ) = O . C ( [O-] ) ( C ) = O . [Cu+2],C ( C ) ( [O-] ) = O . C ( [O-] ) ( C ) = O . [Cu+2] . C N ( C ) c 1 c c n c c 1 . c 1 c ( O C ) c c c ( c 1 ) B ( O ) O . C O . O = S ( C C N ( C ) C ) ( = O ) N,C O c 1 c c c ( N S ( = O ) ( = O ) C C N ( C ) C ) c c 1,C O c 1 c c c ( N ( c 2 c c c ( O C ) c c 2 ) S ( = O ) ( = O ) C C N ( C ) C ) c c 1
C ( C S ( = O ) ( N ) = O ) C C O C . C O c 1 c c c ( B ( O ) O ) c c 1 > C C # N . C C N ( C C ) C C . O = S ( = O ) ( [O-] ) C ( F ) ( F ) F . C ( S ( [O-] ) ( = O ) = O ) ( F ) ( F ) F . [Cu+2],C O c 1 c c c ( B ( O ) O ) c c 1 . C C N ( C C ) C C . O = S ( = O ) ( [O-] ) C ( F ) ( F ) F . C ( S ( [O-] ) ( = O ) = O ) ( F ) ( F ) F . [Cu+2] . C C # N . C ( C S ( = O ) ( N ) = O ) C C O C,C O C C C C S ( = O ) ( = O ) N c 1 c c c ( O C ) c c 1,C O C C C C S ( = O ) ( = O ) N ( c 1 c c c ( O C ) c c 1 ) c 1 c c c ( O C ) c c 1
c 1 c c ( c c ( O C C ) c 1 O C C ) S ( = O ) ( = O ) N . B ( c 1 c c c ( c c 1 ) O C ) ( O ) O > C ( [O-] ) ( C ) = O . O = C ( [O-] ) C . [Cu+2] . C C # N,C ( [O-] ) ( C ) = O . O = C ( [O-] ) C . [Cu+2] . c 1 c c ( c c ( O C C ) c 1 O C C ) S ( = O ) ( = O ) N . C C # N . B ( c 1 c c c ( c c 1 ) O C ) ( O ) O,C C O c 1 c c c ( S ( = O ) ( = O ) N c 2 c c c ( O C ) c c 2 ) c c 1 O C C,C C O c 1 c c c ( S ( = O ) ( = O ) N ( c 2 c c c ( O C ) c c 2 ) c 2 c c c ( O C ) c c 2 ) c c 1 O C C
c 1 c c c ( O C C O C ) c ( S ( N ) ( = O ) = O ) c 1 . c 1 c c ( c c c 1 B ( O ) O ) C ( F ) ( F ) F > C C ( = O ) [O-] . C ( [O-] ) ( C ) = O . [Cu+2] . Cl C C Cl . O = P ( [O-] ) ( [O-] ) [O-] . [K+] . [K+] . [K+],c 1 c c ( c c c 1 B ( O ) O ) C ( F ) ( F ) F . C C ( = O ) [O-] . C ( [O-] ) ( C ) = O . [Cu+2] . Cl C C Cl . c 1 c c c ( O C C O C ) c ( S ( N ) ( = O ) = O ) c 1 . O = P ( [O-] ) ( [O-] ) [O-] . [K+] . [K+] . [K+],C O C C O c 1 c c c c c 1 S ( = O ) ( = O ) N c 1 c c c ( C ( F ) ( F ) F ) c c 1,C O C C O c 1 c c c c c 1 S ( = O ) ( = O ) N ( c 1 c c c ( C ( F ) ( F ) F ) c c 1 ) c 1 c c c ( C ( F ) ( F ) F ) c c 1
c 1 ( c c c ( c c 1 ) O C ) B ( O ) O . O = S ( c 1 c c c c 2 c 1 c c c c 2 O C ) ( N ) = O > O = C ( [O-] ) [O-] . [K+] . [K+] . Cl C C Cl . C ( [O-] ) ( C ) = O . C ( C ) ( = O ) [O-] . [Cu+2],O = S ( c 1 c c c c 2 c 1 c c c c 2 O C ) ( N ) = O . C ( [O-] ) ( C ) = O . C ( C ) ( = O ) [O-] . [Cu+2] . c 1 ( c c c ( c c 1 ) O C ) B ( O ) O . O = C ( [O-] ) [O-] . [K+] . [K+] . Cl C C Cl,C O c 1 c c c ( N S ( = O ) ( = O ) c 2 c c c c 3 c ( O C ) c c c c 2 3 ) c c 1,C O c 1 c c c ( N ( c 2 c c c ( O C ) c c 2 ) S ( = O ) ( = O ) c 2 c c c c 3 c ( O C ) c c c c 2 3 ) c c 1
O B ( O ) c 1 c c c ( c c 1 ) O C . O = C ( O C ) c 1 c c ( c c ( c 1 ) S ( N ) ( = O ) = O ) Br > O = P ( [O-] ) ( [O-] ) [O-] . [K+] . [K+] . [K+] . C ( # N ) C . C C # N . C C # N . N # C C . F [P-] ( F ) ( F ) ( F ) ( F ) F . [Cu+] . C C O C ( C ) = O,O = P ( [O-] ) ( [O-] ) [O-] . [K+] . [K+] . [K+] . C ( # N ) C . C C # N . C C # N . N # C C . F [P-] ( F ) ( F ) ( F ) ( F ) F . [Cu+] . O B ( O ) c 1 c c c ( c c 1 ) O C . C C O C ( C ) = O . O = C ( O C ) c 1 c c ( c c ( c 1 ) S ( N ) ( = O ) = O ) Br,C O C ( = O ) c 1 c c ( Br ) c c ( S ( = O ) ( = O ) N c 2 c c c ( O C ) c c 2 ) c 1,C O C ( = O ) c 1 c c ( Br ) c c ( S ( = O ) ( = O ) N ( c 2 c c c ( O C ) c c 2 ) c 2 c c c ( O C ) c c 2 ) c 1
C C O c 1 c c c ( S ( N ) ( = O ) = O ) c c 1 O C C . C O c 1 c c c ( B ( O ) O ) c c 1 > C O . O = S ( = O ) ( [O-] ) C ( F ) ( F ) F . O = S ( = O ) ( [O-] ) C ( F ) ( F ) F . [Cu+2],C O c 1 c c c ( B ( O ) O ) c c 1 . O = S ( = O ) ( [O-] ) C ( F ) ( F ) F . O = S ( = O ) ( [O-] ) C ( F ) ( F ) F . [Cu+2] . C C O c 1 c c c ( S ( N ) ( = O ) = O ) c c 1 O C C . C O,C C O c 1 c c c ( S ( = O ) ( = O ) N c 2 c c c ( O C ) c c 2 ) c c 1 O C C,C C O c 1 c c c ( S ( = O ) ( = O ) N ( c 2 c c c ( O C ) c c 2 ) c 2 c c c ( O C ) c c 2 ) c c 1 O C C
